Disease,Disease Code,State,Year,Gender,Age,Age Code,STD Cases,Population,Rate per 100K
Chlamydia,274,Arizona,2006,Male,25-29 years,25-29,1199,246323,486.76
Chlamydia,274,Arizona,2006,Male,30-34 years,30-34,513,223402,229.63
Chlamydia,274,Arizona,2006,Male,35-39 years,35-39,279,218563,127.65
Chlamydia,274,Arizona,2006,Male,40+ years,40+,335,1255305,26.69
Chlamydia,274,Arizona,2007,Male,0-14 years,0-14,46,714074,6.44
Chlamydia,274,Arizona,2007,Male,15-19 years,15-19,1477,225557,654.82
Chlamydia,274,Arizona,2007,Male,20-24 years,20-24,2129,226577,939.64
Chlamydia,274,Arizona,2007,Male,25-29 years,25-29,1224,252522,484.71
Chlamydia,274,Arizona,2007,Male,30-34 years,30-34,534,227206,235.03
Chlamydia,274,Arizona,2007,Male,35-39 years,35-39,295,225111,131.05
Chlamydia,274,Arizona,2007,Male,40+ years,40+,350,1302097,26.88
Chlamydia,274,Arizona,2008,Male,0-14 years,0-14,63,732341,8.6
Chlamydia,274,Arizona,2008,Male,15-19 years,15-19,1578,230027,686.01
Chlamydia,274,Arizona,2008,Male,20-24 years,20-24,2234,227951,980.03
Chlamydia,274,Arizona,2008,Male,25-29 years,25-29,1264,257204,491.44
Chlamydia,274,Arizona,2008,Male,30-34 years,30-34,578,232475,248.63
Chlamydia,274,Arizona,2008,Male,35-39 years,35-39,325,229823,141.41
Chlamydia,274,Arizona,2008,Male,40+ years,40+,359,1346870,26.65
Chlamydia,274,Arizona,2009,Male,0-14 years,0-14,39,745443,5.23
Chlamydia,274,Arizona,2009,Male,15-19 years,15-19,1614,230875,699.08
Chlamydia,274,Arizona,2009,Male,20-24 years,20-24,2441,229988,1061.36
Chlamydia,274,Arizona,2009,Male,25-29 years,25-29,1412,259873,543.34
Chlamydia,274,Arizona,2009,Male,30-34 years,30-34,665,242786,273.9
Chlamydia,274,Arizona,2009,Male,35-39 years,35-39,332,231696,143.29
Chlamydia,274,Arizona,2009,Male,40+ years,40+,401,1366180,29.35
Chlamydia,274,Arizona,2010,Male,0-14 years,0-14,49,692803,7.07
Chlamydia,274,Arizona,2010,Male,15-19 years,15-19,1623,237280,684
Chlamydia,274,Arizona,2010,Male,20-24 years,20-24,2718,229562,1183.99
Chlamydia,274,Arizona,2010,Male,25-29 years,25-29,1411,225608,625.42
Chlamydia,274,Arizona,2010,Male,30-34 years,30-34,741,212223,349.16
Chlamydia,274,Arizona,2010,Male,35-39 years,35-39,378,210224,179.81
Chlamydia,274,Arizona,2010,Male,40+ years,40+,411,1368123,30.04
Chlamydia,274,Arizona,2011,Male,0-14 years,0-14,36,691516,5.21
Chlamydia,274,Arizona,2011,Male,15-19 years,15-19,1772,232498,762.16
Chlamydia,274,Arizona,2011,Male,20-24 years,20-24,2968,240563,1233.77
Chlamydia,274,Arizona,2011,Male,25-29 years,25-29,1562,229085,681.84
Chlamydia,274,Arizona,2011,Male,30-34 years,30-34,802,217891,368.07
Chlamydia,274,Arizona,2011,Male,35-39 years,35-39,412,205346,200.64
Chlamydia,274,Arizona,2011,Male,40+ years,40+,500,1406972,35.54
Chlamydia,274,Arizona,2012,Male,0-14 years,0-14,32,689437,4.64
Chlamydia,274,Arizona,2012,Male,15-19 years,15-19,1732,230837,750.31
Chlamydia,274,Arizona,2012,Male,20-24 years,20-24,3102,245965,1261.16
Chlamydia,274,Arizona,2012,Male,25-29 years,25-29,1630,229751,709.46
Chlamydia,274,Arizona,2012,Male,30-34 years,30-34,800,221385,361.36
Chlamydia,274,Arizona,2012,Male,35-39 years,35-39,441,205084,215.03
Chlamydia,274,Arizona,2012,Male,40+ years,40+,617,1436024,42.97
Chlamydia,274,Arizona,2013,Male,0-14 years,0-14,35,687044,5.09
Chlamydia,274,Arizona,2013,Male,15-19 years,15-19,1603,232106,690.63
Chlamydia,274,Arizona,2013,Male,20-24 years,20-24,3209,250911,1278.94
Chlamydia,274,Arizona,2013,Male,25-29 years,25-29,1730,229533,753.7
Chlamydia,274,Arizona,2013,Male,30-34 years,30-34,963,225293,427.44
Chlamydia,274,Arizona,2013,Male,35-39 years,35-39,429,206608,207.64
Chlamydia,274,Arizona,2013,Male,40+ years,40+,641,1463624,43.8
Chlamydia,274,Arizona,2014,Male,0-14 years,0-14,32,687044,4.66
Chlamydia,274,Arizona,2014,Male,15-19 years,15-19,1647,232106,709.59
Chlamydia,274,Arizona,2014,Male,20-24 years,20-24,3517,250911,1401.69
Chlamydia,274,Arizona,2014,Male,25-29 years,25-29,2069,229533,901.39
Chlamydia,274,Arizona,2014,Male,30-34 years,30-34,1069,225293,474.49
Chlamydia,274,Arizona,2014,Male,35-39 years,35-39,531,206608,257.01
Chlamydia,274,Arizona,2014,Male,40+ years,40+,785,1463624,53.63
Chlamydia,274,Arkansas,1996,Male,0-14 years,0-14,8,285807,2.8
Chlamydia,274,Arkansas,1996,Male,15-19 years,15-19,46,101112,45.49
Chlamydia,274,Arkansas,1996,Male,20-24 years,20-24,48,88383,54.31
Chlamydia,274,Arkansas,1996,Male,25-29 years,25-29,18,83923,21.45
Chlamydia,274,Arkansas,1996,Male,30-34 years,30-34,16,91818,17.43
Chlamydia,274,Arkansas,1996,Male,35-39 years,35-39,6,95861,6.26
Chlamydia,274,Arkansas,1996,Male,40+ years,40+,10,501502,1.99
Chlamydia,274,Arkansas,1996,Male,Unknown,99,25,,
Chlamydia,274,Arkansas,1997,Male,0-14 years,0-14,12,286248,4.19
Chlamydia,274,Arkansas,1997,Male,15-19 years,15-19,36,102168,35.24
Chlamydia,274,Arkansas,1997,Male,20-24 years,20-24,54,88949,60.71
Chlamydia,274,Arkansas,1997,Male,25-29 years,25-29,23,86025,26.74
Chlamydia,274,Arkansas,1997,Male,30-34 years,30-34,13,90022,14.44
Chlamydia,274,Arkansas,1997,Male,35-39 years,35-39,9,96909,9.29
Chlamydia,274,Arkansas,1997,Male,40+ years,40+,7,513615,1.36
Chlamydia,274,Arkansas,1998,Male,0-14 years,0-14,7,288239,2.43
Chlamydia,274,Arkansas,1998,Male,15-19 years,15-19,74,103032,71.82
Chlamydia,274,Arkansas,1998,Male,20-24 years,20-24,106,89645,118.24
Chlamydia,274,Arkansas,1998,Male,25-29 years,25-29,45,87477,51.44
Chlamydia,274,Arkansas,1998,Male,30-34 years,30-34,16,87967,18.19
Chlamydia,274,Arkansas,1998,Male,35-39 years,35-39,9,97811,9.2
Chlamydia,274,Arkansas,1998,Male,40+ years,40+,6,523698,1.15
Chlamydia,274,Arkansas,1998,Male,Unknown,99,4,,
Chlamydia,274,Arkansas,1999,Male,0-14 years,0-14,10,288244,3.47
Chlamydia,274,Arkansas,1999,Male,15-19 years,15-19,380,102853,369.46
Chlamydia,274,Arkansas,1999,Male,20-24 years,20-24,511,90577,564.16
Chlamydia,274,Arkansas,1999,Male,25-29 years,25-29,191,88654,215.44
Chlamydia,274,Arkansas,1999,Male,30-34 years,30-34,76,87395,86.96
Chlamydia,274,Arkansas,1999,Male,35-39 years,35-39,33,98967,33.34
Chlamydia,274,Arkansas,1999,Male,40+ years,40+,43,535725,8.03
Chlamydia,274,Arkansas,1999,Male,Unknown,99,3,,
Chlamydia,274,Arkansas,2000,Male,0-14 years,0-14,14,288051,4.86
Chlamydia,274,Arkansas,2000,Male,15-19 years,15-19,379,101828,372.2
Chlamydia,274,Arkansas,2000,Male,20-24 years,20-24,483,92668,521.22
Chlamydia,274,Arkansas,2000,Male,25-29 years,25-29,180,88575,203.22
Chlamydia,274,Arkansas,2000,Male,30-34 years,30-34,74,88595,83.53
Chlamydia,274,Arkansas,2000,Male,35-39 years,35-39,27,98820,27.32
Chlamydia,274,Arkansas,2000,Male,40+ years,40+,37,549005,6.74
Chlamydia,274,Arkansas,2000,Male,Unknown,99,10,,
Chlamydia,274,Arkansas,2001,Male,0-14 years,0-14,13,288220,4.51
Chlamydia,274,Arkansas,2001,Male,15-19 years,15-19,373,101071,369.05
Chlamydia,274,Arkansas,2001,Male,20-24 years,20-24,591,95375,619.66
Chlamydia,274,Arkansas,2001,Male,25-29 years,25-29,200,87513,228.54
Chlamydia,274,Arkansas,2001,Male,30-34 years,30-34,70,89488,78.22
Chlamydia,274,Arkansas,2001,Male,35-39 years,35-39,44,96955,45.38
Chlamydia,274,Arkansas,2001,Male,40+ years,40+,29,557624,5.2
Chlamydia,274,Arkansas,2001,Male,Unknown,99,5,,
Chlamydia,274,Arkansas,2002,Male,0-14 years,0-14,11,287217,3.83
Chlamydia,274,Arkansas,2002,Male,15-19 years,15-19,444,100576,441.46
Chlamydia,274,Arkansas,2002,Male,20-24 years,20-24,611,97851,624.42
Chlamydia,274,Arkansas,2002,Male,25-29 years,25-29,229,87625,261.34
Chlamydia,274,Arkansas,2002,Male,30-34 years,30-34,102,90788,112.35
Chlamydia,274,Arkansas,2002,Male,35-39 years,35-39,50,94536,52.89
Chlamydia,274,Arkansas,2002,Male,40+ years,40+,35,565973,6.18
Chlamydia,274,Arkansas,2002,Male,Unknown,99,4,,
Chlamydia,274,Arkansas,2003,Male,0-14 years,0-14,13,289173,4.5
Chlamydia,274,Arkansas,2003,Male,15-19 years,15-19,433,100655,430.18
Chlamydia,274,Arkansas,2003,Male,20-24 years,20-24,629,100766,624.22
Chlamydia,274,Arkansas,2003,Male,25-29 years,25-29,263,88532,297.07
Chlamydia,274,Arkansas,2003,Male,30-34 years,30-34,103,90157,114.25
Chlamydia,274,Arkansas,2003,Male,35-39 years,35-39,56,91639,61.11
Chlamydia,274,Arkansas,2003,Male,40+ years,40+,65,572955,11.34
Chlamydia,274,Arkansas,2003,Male,Unknown,99,5,,
Chlamydia,274,Arkansas,2004,Male,0-14 years,0-14,16,286300,5.59
Chlamydia,274,Arkansas,2004,Male,15-19 years,15-19,427,100540,424.71
Chlamydia,274,Arkansas,2004,Male,20-24 years,20-24,660,102915,641.31
Chlamydia,274,Arkansas,2004,Male,25-29 years,25-29,267,91020,293.34
Chlamydia,274,Arkansas,2004,Male,30-34 years,30-34,122,90882,134.24
Chlamydia,274,Arkansas,2004,Male,35-39 years,35-39,48,90579,52.99
Chlamydia,274,Arkansas,2004,Male,40+ years,40+,61,586483,10.4
Chlamydia,274,Arkansas,2004,Male,Unknown,99,11,,
Chlamydia,274,Arkansas,2005,Male,0-14 years,0-14,14,284856,4.91
Chlamydia,274,Arkansas,2005,Male,15-19 years,15-19,495,101202,489.12
Chlamydia,274,Arkansas,2005,Male,20-24 years,20-24,659,103081,639.3
Chlamydia,274,Arkansas,2005,Male,25-29 years,25-29,304,94429,321.94
Chlamydia,274,Arkansas,2005,Male,30-34 years,30-34,90,90621,99.31
Chlamydia,274,Arkansas,2005,Male,35-39 years,35-39,61,90717,67.24
Chlamydia,274,Arkansas,2005,Male,40+ years,40+,55,598057,9.2
Chlamydia,274,Arkansas,2005,Male,Unknown,99,6,,
Chlamydia,274,Arkansas,2006,Male,0-14 years,0-14,13,290974,4.47
Chlamydia,274,Arkansas,2006,Male,15-19 years,15-19,520,101082,514.43
Chlamydia,274,Arkansas,2006,Male,20-24 years,20-24,655,98977,661.77
Chlamydia,274,Arkansas,2006,Male,25-29 years,25-29,259,101868,254.25
Chlamydia,274,Arkansas,2006,Male,30-34 years,30-34,103,88713,116.11
Chlamydia,274,Arkansas,2006,Male,35-39 years,35-39,50,91410,54.7
Chlamydia,274,Arkansas,2006,Male,40+ years,40+,45,604687,7.44
Chlamydia,274,Arkansas,2006,Male,Unknown,99,10,,
Chlamydia,274,Arkansas,2007,Male,0-14 years,0-14,15,296212,5.06
Chlamydia,274,Arkansas,2007,Male,15-19 years,15-19,583,101445,574.7
Chlamydia,274,Arkansas,2007,Male,20-24 years,20-24,832,96323,863.76
Chlamydia,274,Arkansas,2007,Male,25-29 years,25-29,346,101819,339.82
Chlamydia,274,Arkansas,2007,Male,30-34 years,30-34,142,89367,158.9
Chlamydia,274,Arkansas,2007,Male,35-39 years,35-39,60,92109,65.14
Chlamydia,274,Arkansas,2007,Male,40+ years,40+,74,611924,12.09
Chlamydia,274,Arkansas,2007,Male,Unknown,99,8,,
Chlamydia,274,Arkansas,2008,Male,0-14 years,0-14,17,297754,5.71
Chlamydia,274,Arkansas,2008,Male,15-19 years,15-19,936,101179,925.09
Chlamydia,274,Arkansas,2008,Male,20-24 years,20-24,1390,95458,1456.14
Chlamydia,274,Arkansas,2008,Male,25-29 years,25-29,653,101970,640.38
Chlamydia,274,Arkansas,2008,Male,30-34 years,30-34,260,90333,287.82
Chlamydia,274,Arkansas,2008,Male,35-39 years,35-39,114,92312,123.49
Chlamydia,274,Arkansas,2008,Male,40+ years,40+,114,619629,18.4
Chlamydia,274,Arkansas,2008,Male,Unknown,99,7,,
Chlamydia,274,Arkansas,2009,Male,0-14 years,0-14,14,302268,4.63
Chlamydia,274,Arkansas,2009,Male,15-19 years,15-19,1040,102166,1017.95
Chlamydia,274,Arkansas,2009,Male,20-24 years,20-24,1471,97847,1503.37
Chlamydia,274,Arkansas,2009,Male,25-29 years,25-29,646,102880,627.92
Chlamydia,274,Arkansas,2009,Male,30-34 years,30-34,254,93406,271.93
Chlamydia,274,Arkansas,2009,Male,35-39 years,35-39,117,91511,127.85
Chlamydia,274,Arkansas,2009,Male,40+ years,40+,116,625422,18.55
Chlamydia,274,Arkansas,2009,Male,Unknown,99,6,,
Chlamydia,274,Arkansas,2010,Male,0-14 years,0-14,18,302717,5.95
Chlamydia,274,Arkansas,2010,Male,15-19 years,15-19,1055,104178,1012.69
Chlamydia,274,Arkansas,2010,Male,20-24 years,20-24,1746,100801,1732.13
Chlamydia,274,Arkansas,2010,Male,25-29 years,25-29,720,96155,748.79
Chlamydia,274,Arkansas,2010,Male,30-34 years,30-34,314,92277,340.28
Chlamydia,274,Arkansas,2010,Male,35-39 years,35-39,137,91484,149.75
Chlamydia,274,Arkansas,2010,Male,40+ years,40+,121,644025,18.79
Chlamydia,274,Arkansas,2010,Male,Unknown,99,1,,
Chlamydia,274,Arkansas,2011,Male,0-14 years,0-14,14,303213,4.62
Chlamydia,274,Arkansas,2011,Male,15-19 years,15-19,1100,100864,1090.58
Chlamydia,274,Arkansas,2011,Male,20-24 years,20-24,1645,104010,1581.58
Chlamydia,274,Arkansas,2011,Male,25-29 years,25-29,772,96715,798.22
Chlamydia,274,Arkansas,2011,Male,30-34 years,30-34,343,94869,361.55
Chlamydia,274,Arkansas,2011,Male,35-39 years,35-39,119,89262,133.31
Chlamydia,274,Arkansas,2011,Male,40+ years,40+,128,653846,19.58
Chlamydia,274,Arkansas,2011,Male,Unknown,99,4,,
Chlamydia,274,Arkansas,2012,Male,0-14 years,0-14,26,303619,8.56
Chlamydia,274,Arkansas,2012,Male,15-19 years,15-19,1057,99959,1057.43
Chlamydia,274,Arkansas,2012,Male,20-24 years,20-24,1852,105588,1753.99
Chlamydia,274,Arkansas,2012,Male,25-29 years,25-29,765,96993,788.72
Chlamydia,274,Arkansas,2012,Male,30-34 years,30-34,362,95895,377.5
Chlamydia,274,Arkansas,2012,Male,35-39 years,35-39,149,88746,167.9
Chlamydia,274,Arkansas,2012,Male,40+ years,40+,143,657690,21.74
Chlamydia,274,Arkansas,2012,Male,Unknown,99,6,,
Chlamydia,274,Arkansas,2013,Male,0-14 years,0-14,7,302282,2.32
Chlamydia,274,Arkansas,2013,Male,15-19 years,15-19,966,100073,965.29
Chlamydia,274,Arkansas,2013,Male,20-24 years,20-24,1682,107189,1569.19
Chlamydia,274,Arkansas,2013,Male,25-29 years,25-29,808,96140,840.44
Chlamydia,274,Arkansas,2013,Male,30-34 years,30-34,348,96986,358.81
Chlamydia,274,Arkansas,2013,Male,35-39 years,35-39,146,88929,164.18
Chlamydia,274,Arkansas,2013,Male,40+ years,40+,144,661992,21.75
Chlamydia,274,Arkansas,2013,Male,Unknown,99,3,,
Chlamydia,274,Arkansas,2014,Male,0-14 years,0-14,20,302282,6.62
Chlamydia,274,Arkansas,2014,Male,15-19 years,15-19,922,100073,921.33
Chlamydia,274,Arkansas,2014,Male,20-24 years,20-24,1572,107189,1466.57
Chlamydia,274,Arkansas,2014,Male,25-29 years,25-29,772,96140,803
Chlamydia,274,Arkansas,2014,Male,30-34 years,30-34,360,96986,371.19
Chlamydia,274,Arkansas,2014,Male,35-39 years,35-39,142,88929,159.68
Chlamydia,274,Arkansas,2014,Male,40+ years,40+,173,661992,26.13
Chlamydia,274,Arkansas,2014,Male,Unknown,99,3,,
Chlamydia,274,California,1996,Male,0-14 years,0-14,177,3960918,4.47
Chlamydia,274,California,1996,Male,15-19 years,15-19,3000,1131168,265.21
Chlamydia,274,California,1996,Male,20-24 years,20-24,3937,1123757,350.34
Chlamydia,274,California,1996,Male,25-29 years,25-29,2376,1360780,174.61
Chlamydia,274,California,1996,Male,30-34 years,30-34,1227,1466798,83.65
Chlamydia,274,California,1996,Male,35-39 years,35-39,661,1398798,47.25
Chlamydia,274,California,1996,Male,40+ years,40+,635,5538373,11.47
Chlamydia,274,California,1996,Male,Unknown,99,201,,
Chlamydia,274,California,1997,Male,0-14 years,0-14,215,3962857,5.43
Chlamydia,274,California,1997,Male,15-19 years,15-19,3701,1170839,316.1
Chlamydia,274,California,1997,Male,20-24 years,20-24,4731,1136292,416.35
Chlamydia,274,California,1997,Male,25-29 years,25-29,2871,1351184,212.48
Chlamydia,274,California,1997,Male,30-34 years,30-34,1546,1443593,107.09
Chlamydia,274,California,1997,Male,35-39 years,35-39,859,1416511,60.64
Chlamydia,274,California,1997,Male,40+ years,40+,797,5723615,13.92
Chlamydia,274,California,1997,Male,Unknown,99,234,,
Chlamydia,274,California,1998,Male,0-14 years,0-14,171,3961522,4.32
Chlamydia,274,California,1998,Male,15-19 years,15-19,4010,1214096,330.29
Chlamydia,274,California,1998,Male,20-24 years,20-24,5146,1162970,442.49
Chlamydia,274,California,1998,Male,25-29 years,25-29,3306,1341572,246.43
Chlamydia,274,California,1998,Male,30-34 years,30-34,1734,1417994,122.28
Chlamydia,274,California,1998,Male,35-39 years,35-39,1011,1432570,70.57
Chlamydia,274,California,1998,Male,40+ years,40+,926,5924688,15.63
Chlamydia,274,California,1998,Male,Unknown,99,250,,
Chlamydia,274,California,1999,Male,0-14 years,0-14,165,3973646,4.15
Chlamydia,274,California,1999,Male,15-19 years,15-19,4371,1248484,350.11
Chlamydia,274,California,1999,Male,20-24 years,20-24,5791,1207242,479.69
Chlamydia,274,California,1999,Male,25-29 years,25-29,3616,1322659,273.39
Chlamydia,274,California,1999,Male,30-34 years,30-34,1865,1396298,133.57
Chlamydia,274,California,1999,Male,35-39 years,35-39,1165,1438823,80.97
Chlamydia,274,California,1999,Male,40+ years,40+,1132,6111891,18.52
Chlamydia,274,California,1999,Male,Unknown,99,240,,
Chlamydia,274,California,2000,Male,0-14 years,0-14,211,4009586,5.26
Chlamydia,274,California,2000,Male,15-19 years,15-19,5178,1275268,406.03
Chlamydia,274,California,2000,Male,20-24 years,20-24,7335,1254378,584.75
Chlamydia,274,California,2000,Male,25-29 years,25-29,4375,1308478,334.36
Chlamydia,274,California,2000,Male,30-34 years,30-34,2480,1388823,178.57
Chlamydia,274,California,2000,Male,35-39 years,35-39,1441,1426035,101.05
Chlamydia,274,California,2000,Male,40+ years,40+,1506,6284318,23.96
Chlamydia,274,California,2000,Male,Unknown,99,220,,
Chlamydia,274,California,2001,Male,0-14 years,0-14,205,4041100,5.07
Chlamydia,274,California,2001,Male,15-19 years,15-19,5529,1285060,430.25
Chlamydia,274,California,2001,Male,20-24 years,20-24,8369,1292119,647.7
Chlamydia,274,California,2001,Male,25-29 years,25-29,4587,1318386,347.93
Chlamydia,274,California,2001,Male,30-34 years,30-34,2808,1415922,198.32
Chlamydia,274,California,2001,Male,35-39 years,35-39,1612,1426933,112.97
Chlamydia,274,California,2001,Male,40+ years,40+,1597,6470266,24.68
Chlamydia,274,California,2001,Male,Unknown,99,213,,
Chlamydia,274,California,2002,Male,0-14 years,0-14,269,4066543,6.61
Chlamydia,274,California,2002,Male,15-19 years,15-19,5740,1297505,442.39
Chlamydia,274,California,2002,Male,20-24 years,20-24,9533,1332378,715.49
Chlamydia,274,California,2002,Male,25-29 years,25-29,5530,1332068,415.14
Chlamydia,274,California,2002,Male,30-34 years,30-34,3188,1435259,222.12
Chlamydia,274,California,2002,Male,35-39 years,35-39,1911,1416069,134.95
Chlamydia,274,California,2002,Male,40+ years,40+,2052,6636630,30.92
Chlamydia,274,California,2002,Male,Unknown,99,177,,
Chlamydia,274,California,2003,Male,0-14 years,0-14,165,4042942,4.08
Chlamydia,274,California,2003,Male,15-19 years,15-19,6153,1299563,473.47
Chlamydia,274,California,2003,Male,20-24 years,20-24,10496,1346312,779.61
Chlamydia,274,California,2003,Male,25-29 years,25-29,6072,1317611,460.83
Chlamydia,274,California,2003,Male,30-34 years,30-34,3566,1421707,250.82
Chlamydia,274,California,2003,Male,35-39 years,35-39,2135,1412564,151.14
Chlamydia,274,California,2003,Male,40+ years,40+,2439,6870495,35.5
Chlamydia,274,California,2003,Male,Unknown,99,212,,
Chlamydia,274,California,2004,Male,0-14 years,0-14,202,4109156,4.92
Chlamydia,274,California,2004,Male,15-19 years,15-19,6360,1325890,479.68
Chlamydia,274,California,2004,Male,20-24 years,20-24,11339,1350655,839.52
Chlamydia,274,California,2004,Male,25-29 years,25-29,6449,1322985,487.46
Chlamydia,274,California,2004,Male,30-34 years,30-34,3608,1398361,258.02
Chlamydia,274,California,2004,Male,35-39 years,35-39,2324,1397707,166.27
Chlamydia,274,California,2004,Male,40+ years,40+,2765,7008963,39.45
Chlamydia,274,California,2004,Male,Unknown,99,276,,
Chlamydia,274,California,2005,Male,0-14 years,0-14,173,4130303,4.19
Chlamydia,274,California,2005,Male,15-19 years,15-19,7013,1357650,516.55
Chlamydia,274,California,2005,Male,20-24 years,20-24,12286,1342255,915.33
Chlamydia,274,California,2005,Male,25-29 years,25-29,7279,1329658,547.43
Chlamydia,274,California,2005,Male,30-34 years,30-34,3761,1359701,276.61
Chlamydia,274,California,2005,Male,35-39 years,35-39,2530,1395799,181.26
Chlamydia,274,California,2005,Male,40+ years,40+,3178,7130087,44.57
Chlamydia,274,California,2005,Male,Unknown,99,229,,
Chlamydia,274,California,2006,Male,0-14 years,0-14,166,4037516,4.11
Chlamydia,274,California,2006,Male,15-19 years,15-19,7361,1398635,526.3
Chlamydia,274,California,2006,Male,20-24 years,20-24,12728,1419807,896.46
Chlamydia,274,California,2006,Male,25-29 years,25-29,7742,1380984,560.62
Chlamydia,274,California,2006,Male,30-34 years,30-34,3851,1352018,284.83
Chlamydia,274,California,2006,Male,35-39 years,35-39,2583,1409880,183.21
Chlamydia,274,California,2006,Male,40+ years,40+,3343,7225604,46.27
Chlamydia,274,California,2006,Male,Unknown,99,229,,
Chlamydia,274,California,2007,Male,0-14 years,0-14,166,3951418,4.2
Chlamydia,274,California,2007,Male,15-19 years,15-19,8013,1420566,564.07
Chlamydia,274,California,2007,Male,20-24 years,20-24,13256,1424714,930.43
Chlamydia,274,California,2007,Male,25-29 years,25-29,8360,1401360,596.56
Chlamydia,274,California,2007,Male,30-34 years,30-34,3943,1329514,296.57
Chlamydia,274,California,2007,Male,35-39 years,35-39,2549,1399459,182.14
Chlamydia,274,California,2007,Male,40+ years,40+,3686,7350764,50.14
Chlamydia,274,California,2007,Male,Unknown,99,240,,
Chlamydia,274,California,2008,Male,0-14 years,0-14,190,3956888,4.8
Chlamydia,274,California,2008,Male,15-19 years,15-19,8613,1421282,606
Chlamydia,274,California,2008,Male,20-24 years,20-24,14883,1415664,1051.31
Chlamydia,274,California,2008,Male,25-29 years,25-29,9194,1425076,645.16
Chlamydia,274,California,2008,Male,30-34 years,30-34,4303,1322554,325.36
Chlamydia,274,California,2008,Male,35-39 years,35-39,2773,1379968,200.95
Chlamydia,274,California,2008,Male,40+ years,40+,3929,7466590,52.62
Chlamydia,274,California,2008,Male,Unknown,99,175,,
Chlamydia,274,California,2009,Male,0-14 years,0-14,160,4006928,3.99
Chlamydia,274,California,2009,Male,15-19 years,15-19,8446,1392398,606.58
Chlamydia,274,California,2009,Male,20-24 years,20-24,15099,1386146,1089.28
Chlamydia,274,California,2009,Male,25-29 years,25-29,9235,1460862,632.16
Chlamydia,274,California,2009,Male,30-34 years,30-34,4542,1349527,336.56
Chlamydia,274,California,2009,Male,35-39 years,35-39,2648,1346991,196.59
Chlamydia,274,California,2009,Male,40+ years,40+,4311,7562350,57.01
Chlamydia,274,California,2009,Male,Unknown,99,151,,
Chlamydia,274,California,2010,Male,0-14 years,0-14,196,3899534,5.03
Chlamydia,274,California,2010,Male,15-19 years,15-19,8543,1455082,587.12
Chlamydia,274,California,2010,Male,20-24 years,20-24,16017,1440785,1111.69
